Age,Monthly_Bill,Internet_Usage_GB,Contract_Type,Customer_Tenure,Support_Tickets,Payment_Method,Churn
25,118.60926173862144,167.22516238646605,One Year,54,2,Bank Transfer,0
44,18.816548342873872,6.223818084934816,Month-to-Month,62,5,Crypto,0
44,128.55230679208273,490.8511593150229,Month-to-Month,43,7,Credit Card,1
51,128.95863937753887,246.99929435137932,One Year,3,7,Crypto,0
38,179.3281515063438,469.30908400705476,One Year,38,7,Crypto,0
47,106.07470791174168,275.12327168369137,Month-to-Month,39,4,Credit Card,0
50,24.657431076351592,303.12696525092207,Two Year,70,5,Credit Card,0
45,68.17722489159543,356.2442156960821,Two Year,45,1,Crypto,0
64,134.56958830172033,161.16689109853837,Two Year,46,5,Credit Card,0
50,55.459183922778145,349.7929963768422,One Year,13,4,Crypto,0
22,63.300286152526176,263.86916301584046,Two Year,52,2,PayPal,1
65,165.88911310856216,336.56749484167085,Two Year,9,7,Bank Transfer,0
36,121.02074903491472,418.0807971940102,One Year,57,3,Credit Card,0
21,106.62021203697877,92.93033600572,Two Year,69,1,PayPal,1
52,70.50587369310283,307.1619042575441,Month-to-Month,43,2,Credit Card,0
66,148.87632682727633,27.003552976308455,One Year,7,1,Bank Transfer,1
34,64.66650255310557,51.955429385569396,Month-to-Month,44,1,Bank Transfer,0
61,150.0420683523933,337.6225236320579,Two Year,44,2,Bank Transfer,0
45,23.31928125081398,36.39788825235141,Month-to-Month,68,6,Credit Card,0
47,174.2628549005959,298.08353212717293,One Year,44,9,Crypto,0
46,104.91762804142724,110.78628672704134,Two Year,40,0,Credit Card,0
63,93.3165231728043,152.73832942736226,One Year,43,9,Credit Card,0
70,126.09444819296566,65.68861457156576,Two Year,62,5,PayPal,0
23,128.59649385029138,125.08507560024681,One Year,43,0,PayPal,1
52,35.086683609099154,410.82460062484466,One Year,19,2,Crypto,0
58,153.6843820650805,319.8003243976572,Month-to-Month,49,3,Bank Transfer,0
54,62.42637661051195,474.9301375617145,One Year,65,7,Bank Transfer,0
41,181.94275723228367,25.323682821523885,One Year,25,1,Credit Card,1
46,165.39162604881818,396.41358659485024,Month-to-Month,41,6,Bank Transfer,1
66,75.79054789160222,349.8395144564329,Two Year,23,2,Crypto,0
63,163.47046570813575,131.18526029357048,Two Year,58,0,Bank Transfer,0
70,77.7141948669818,364.85418470248163,One Year,43,5,PayPal,1
48,29.18005951084772,358.5577264073955,Month-to-Month,40,1,Bank Transfer,0
52,192.7587653578845,230.21325632631317,Two Year,30,2,Credit Card,0
50,133.9943828909336,344.6311698080008,Month-to-Month,34,5,PayPal,0
69,96.65891006589241,222.84587060451756,One Year,10,2,Crypto,0
38,85.57693679089753,168.4372524328782,Month-to-Month,60,4,Credit Card,0
49,71.69401350907015,233.77898920812117,One Year,1,2,Credit Card,0
40,196.47504313153456,447.6696112649028,Two Year,12,6,PayPal,0
50,35.601980374872404,192.90731263724885,Two Year,46,6,Credit Card,0
20,69.81296119490798,202.44040055087527,Two Year,17,0,Bank Transfer,0
35,102.24455165370607,304.59321058340305,Two Year,58,5,Bank Transfer,0
42,100.81991356031916,376.74673824137705,Month-to-Month,38,2,PayPal,0
59,99.55963203749026,367.5758092952671,Month-to-Month,6,6,Bank Transfer,0
48,43.39892500777255,10.879566328960466,Month-to-Month,62,0,Credit Card,0
71,37.537180150805106,344.0202511764077,One Year,10,9,PayPal,0
20,58.405841402437815,225.8264700013645,Two Year,26,2,PayPal,0
57,183.75996922239065,262.5208938096743,Two Year,58,9,Crypto,0
63,31.480063888556924,281.27000513454664,Two Year,17,1,Credit Card,1
41,153.9107696409317,366.1280889370244,Month-to-Month,53,7,Credit Card,0
67,153.93419469534055,415.8351588205482,Month-to-Month,5,7,Crypto,1
49,163.85637674047985,323.4842113714858,Two Year,67,8,Crypto,0
64,178.45694290797755,282.3897031821946,One Year,20,8,Credit Card,0
39,59.976873732396754,187.51085815153823,Month-to-Month,51,1,Crypto,0
40,52.66629916109031,69.80123139674183,Two Year,46,6,PayPal,1
19,98.44607664022115,479.33026314078717,Two Year,67,6,PayPal,0
44,60.366942062886864,231.45930387032848,Two Year,3,3,Credit Card,0
59,149.51889790679041,283.5399100041992,One Year,23,5,PayPal,0
19,130.8285195808724,375.78549657877215,Two Year,9,0,Credit Card,0
43,176.2476607300038,35.136832004934746,Month-to-Month,11,5,Crypto,0
34,25.720277662543594,427.65049349286204,One Year,47,0,Bank Transfer,0
57,183.8658333380342,398.71584592786127,One Year,49,4,PayPal,0
50,65.73623906731702,387.4398623730107,Two Year,44,3,PayPal,1
26,103.23192572612696,11.969370660469785,Month-to-Month,13,5,Crypto,0
60,93.3361728285323,263.7329068537967,Month-to-Month,8,4,PayPal,0
71,154.45921370984053,28.079916995485984,Two Year,63,4,Credit Card,1
65,89.86332879205008,275.8854168447983,Two Year,22,2,PayPal,0
56,189.2750976733878,359.5057148015057,Month-to-Month,38,9,Crypto,0
46,181.48143770132936,61.80327487895302,One Year,27,1,Credit Card,0
59,175.71061887420623,347.746669633167,One Year,26,6,PayPal,0
72,23.5390832031633,225.31689014666827,Two Year,23,9,PayPal,0
43,172.3090316952485,405.9649124082322,Two Year,65,7,PayPal,0
52,158.51073463421,267.26088075077024,Month-to-Month,47,4,PayPal,0
67,29.667459931164892,168.72464638148975,Month-to-Month,61,8,Bank Transfer,0
42,30.408721832882154,166.6637901484306,Month-to-Month,46,0,Bank Transfer,1
41,29.221124188332823,448.8457734837844,Month-to-Month,4,2,Crypto,1
30,12.153192708852632,226.98292070798104,Two Year,31,7,Bank Transfer,1
24,114.24051798697087,203.47119469103407,Two Year,4,4,Crypto,1
74,194.94491537284821,20.896937526659872,Month-to-Month,29,1,Credit Card,0
53,93.35009355096078,182.79797795258543,Two Year,44,9,Bank Transfer,0
62,112.7439253585977,424.963900417268,Two Year,3,8,Credit Card,0
37,193.91426138629154,380.732840609772,Month-to-Month,59,0,Bank Transfer,0
18,58.48462346710383,111.23568819550329,One Year,53,2,Crypto,0
25,173.10934799366996,207.1152549835381,One Year,11,3,Credit Card,0
63,113.81418877022986,99.09325836479269,Month-to-Month,6,6,PayPal,0
33,118.20053778597205,477.1541916005187,One Year,47,3,PayPal,0
31,75.20303286938388,299.4608213892323,Two Year,7,1,Bank Transfer,0
29,116.70102858371254,377.42304148172576,One Year,68,1,Credit Card,0
68,23.897076800873947,357.19051618871276,Month-to-Month,1,9,Crypto,0
40,155.2822787966813,436.9709923316517,Month-to-Month,56,0,Crypto,0
32,64.09067469341161,474.71456149418424,One Year,43,6,PayPal,1
45,178.64558260385144,17.190640714086502,One Year,28,8,PayPal,1
51,79.89163197541711,487.67528877007624,Two Year,29,9,Bank Transfer,0
19,37.13658099250769,435.4006890898339,One Year,18,1,Crypto,1
49,142.21749913001216,192.09075694035005,One Year,62,6,Credit Card,0
40,41.26984749556554,418.69755203597816,One Year,6,7,PayPal,0
39,153.19929795316818,368.54243318314377,Two Year,16,2,Credit Card,0
68,193.94132491716215,396.7640739681562,One Year,1,3,Crypto,0
42,158.11504507109973,111.12482538668861,Two Year,22,8,Credit Card,0
39,14.265357201951687,324.633287265897,Two Year,46,3,Crypto,0
39,123.97829973002719,13.937021255346119,Month-to-Month,62,5,Crypto,0
66,142.1280274842476,424.26633714387157,Month-to-Month,23,7,Credit Card,0
69,166.8370819012942,475.57044326541876,Two Year,21,9,Credit Card,0
59,20.64043869841003,331.39959687700866,Two Year,51,1,Credit Card,1
23,101.2204873109344,256.82215693482505,Two Year,38,0,Crypto,0
32,111.72046580129492,363.1398135921725,Month-to-Month,28,6,Bank Transfer,1
71,42.133723902393825,163.85428282408387,Two Year,44,0,Crypto,1
60,71.26546384502342,313.56751011045645,Month-to-Month,39,3,Crypto,0
54,93.64212798867139,359.76749671391565,Month-to-Month,42,4,Bank Transfer,0
50,168.30984071198228,72.1977099591126,Two Year,42,1,PayPal,0
25,186.58743755333933,70.8939347427996,Two Year,60,9,Credit Card,0
70,129.40033749435784,358.3529506794391,Two Year,57,3,Credit Card,0
61,85.0395853440778,216.45946458858248,Month-to-Month,7,9,PayPal,0
61,58.26589338180733,444.7115477319891,One Year,51,6,Credit Card,0
22,196.60568504286857,156.657502196262,Two Year,32,3,Crypto,0
56,196.7737996345081,22.17293788707363,One Year,7,0,PayPal,0
21,185.7456201646566,325.2881385865283,One Year,40,9,Bank Transfer,0
23,159.27713847678564,342.43537407468773,One Year,15,3,Crypto,1
62,71.89811331166746,277.2422128803764,One Year,59,5,Crypto,0
49,165.23009186454982,341.98299020160437,One Year,12,4,Crypto,0
69,87.67067328152278,262.3534178927231,Month-to-Month,42,3,Crypto,0
47,72.08688864945859,346.62377523342377,Month-to-Month,39,1,Credit Card,0
64,151.52441810859312,22.924765871042062,Month-to-Month,63,9,Crypto,0
52,25.13424624788035,184.83028774028972,One Year,2,5,Credit Card,0
72,19.22691742617572,106.19764205888863,Month-to-Month,29,5,Credit Card,0
57,95.11120246442526,50.56374316720203,Two Year,61,5,Credit Card,1
69,94.67137215621077,117.81222544686987,One Year,29,3,Credit Card,0
33,180.17238908212863,96.4639983978623,Two Year,38,7,Bank Transfer,1
30,33.96908829468519,486.592562792437,One Year,7,0,Credit Card,0
67,33.42394621595843,143.9864129415129,One Year,30,9,Credit Card,1
59,38.01599409023122,116.24852610343258,One Year,56,7,PayPal,1
47,15.649889645974495,417.6023786282274,One Year,36,7,Bank Transfer,0
36,23.629030184832594,210.13899241715063,Two Year,42,4,Crypto,0
34,135.3752746975174,211.31125877620525,One Year,4,8,Credit Card,0
73,92.00102253232674,222.35164272369573,One Year,5,8,Credit Card,0
36,155.0845827467226,208.8507185541867,Month-to-Month,46,9,Bank Transfer,0
45,198.59356653051543,163.95616202446533,One Year,2,3,PayPal,1
72,135.21658940881025,143.88338183484012,One Year,54,1,Crypto,0
43,19.58655841782351,441.0978785662351,One Year,59,0,Crypto,0
54,29.866944303324885,81.69196572154274,One Year,33,7,Bank Transfer,0
43,177.39077611479448,91.35011410854669,One Year,22,7,Bank Transfer,1
70,110.22422946606969,286.2878311120961,One Year,47,6,PayPal,0
40,166.7190602851906,172.4856312517048,Two Year,6,2,Bank Transfer,0
26,172.75634388273596,211.34315305866656,Two Year,24,2,PayPal,0
29,186.25816288490864,403.4667573374508,One Year,49,9,PayPal,0
70,190.4675490424095,451.9118991281756,Two Year,51,7,Credit Card,1
18,115.41690133562818,395.486286098717,Month-to-Month,41,7,Crypto,1
18,74.79383272864644,118.22920338208503,Month-to-Month,67,1,Crypto,0
64,192.75432612611974,490.00567351491605,One Year,2,0,Credit Card,0
51,114.0072171402328,182.22507390723183,One Year,43,0,Crypto,1
49,22.208017361376097,85.36446352114189,Two Year,32,0,Bank Transfer,0
71,132.12754451137437,250.24885602855198,Month-to-Month,12,2,Credit Card,0
65,121.66010257505205,362.9175990478386,One Year,23,0,PayPal,0
42,180.20064584999415,42.55216977272894,Month-to-Month,16,7,PayPal,0
57,134.1055659399844,317.50917039590286,Two Year,44,7,Bank Transfer,1
62,76.31996064769476,429.18088378987153,One Year,2,8,Crypto,0
70,193.58288788410587,131.62895986335175,One Year,7,3,Bank Transfer,1
18,162.30770233658637,346.86848287617704,One Year,21,7,Credit Card,0
33,129.77934749245733,200.55440635025988,Month-to-Month,58,6,Bank Transfer,0
56,65.65578864659335,207.65343642665124,Two Year,23,3,Bank Transfer,0
22,80.97265629971615,141.12620157324747,Month-to-Month,60,0,Bank Transfer,1
39,137.29428557836476,312.5725044235078,Month-to-Month,25,2,PayPal,0
46,23.676355508031126,181.13862726204712,One Year,35,7,Credit Card,0
72,58.76931241355006,415.62059872732755,Two Year,45,7,Crypto,0
20,145.6411773453536,481.4898061017159,Two Year,7,1,PayPal,0
29,101.20351687047797,467.6087523404213,One Year,69,6,PayPal,0
43,86.45477731474172,82.40105812350129,Two Year,32,0,Bank Transfer,1
33,38.776948256078754,8.08095969738051,One Year,53,3,PayPal,0
68,93.95131655076919,219.7957022199567,One Year,69,6,Credit Card,1
54,156.43147444444443,364.71297012842115,Two Year,25,3,Credit Card,0
39,60.16244075365967,488.7501788991455,Two Year,2,3,Crypto,0
74,11.025723014898709,391.92772848448067,Two Year,61,6,Credit Card,0
46,137.01593121868672,290.6941116116529,Two Year,9,0,PayPal,0
31,194.79905484218497,14.150103202544146,Month-to-Month,51,4,Crypto,0
45,125.29704708183075,412.9448050621699,One Year,2,5,PayPal,0
22,32.785153196154724,89.39537193067635,One Year,45,6,PayPal,1
64,70.93928754548787,28.747650579208415,One Year,32,6,Credit Card,0
66,174.85190679684246,425.3290648297779,One Year,32,6,Credit Card,0
47,54.18793410879743,283.55918306813146,Month-to-Month,8,1,Crypto,0
63,125.46222166454552,65.14724733236422,Two Year,20,5,Credit Card,0
69,86.50752956825959,193.8847889238665,Two Year,65,8,PayPal,0
22,49.49030706973331,43.6852919455561,Two Year,21,6,Crypto,0
29,164.54730977728914,319.3673926569732,One Year,7,6,Crypto,0
33,151.13794252848115,141.93120590499473,Month-to-Month,9,1,Crypto,0
43,135.70230253226043,433.180971551322,Month-to-Month,2,6,Credit Card,0
43,54.903952151062725,179.5402183810263,Two Year,19,8,Crypto,1
65,28.592830516125506,247.82229764693895,One Year,60,2,Credit Card,0
38,119.47027266693357,32.698175355481595,Two Year,70,1,Bank Transfer,0
56,115.19878837249233,138.52071570534093,One Year,59,5,Crypto,1
53,45.79315177362587,338.70686857360806,Two Year,69,1,PayPal,1
50,20.686871919882773,368.3951211210424,Two Year,45,0,PayPal,1
47,25.334606296857338,122.1681056506056,Month-to-Month,62,9,Crypto,0
54,198.62648743741943,252.40622926163323,One Year,10,3,Credit Card,0
40,158.8809400011479,408.94802149704805,Month-to-Month,65,8,Bank Transfer,0
27,185.1776204333828,190.5751702838881,Month-to-Month,26,9,Bank Transfer,0
71,47.06039722490903,67.75186241103783,Two Year,60,2,Credit Card,0
22,192.50802190145268,216.50332441662215,One Year,18,2,Crypto,0
53,37.104326779900795,300.71370405058354,One Year,59,5,Bank Transfer,0
51,106.72554742762951,4.691865567997379,Two Year,21,5,Credit Card,1
69,167.64218003924216,174.9351858336837,Two Year,46,7,PayPal,0
48,76.46263735720008,304.11047462668716,Two Year,12,9,Crypto,1
27,90.71742130361109,476.0040630722905,One Year,32,5,Bank Transfer,1
36,34.35517095682859,204.8658175053567,Two Year,39,7,Crypto,0
49,33.35515719980482,82.32316047418382,Two Year,55,7,Crypto,0
18,127.71796270794532,267.5753298854598,Month-to-Month,55,6,Crypto,0
73,138.35115003781078,143.5904281887405,Two Year,10,4,Crypto,0
22,157.6931776756167,108.1749202580772,Two Year,35,3,Bank Transfer,0
62,115.76959000953318,295.6112262550029,One Year,6,0,Bank Transfer,0
21,132.69426552964813,458.02588363386656,Two Year,68,5,Credit Card,0
33,12.568281622946811,417.77687796530364,One Year,62,7,PayPal,1
41,40.81243815606573,91.96397689567713,Month-to-Month,9,3,Bank Transfer,1
33,197.13380554321188,383.17384971657833,Month-to-Month,29,6,PayPal,0
72,24.43876620000804,115.70444855231125,One Year,71,2,PayPal,0
19,138.96976222944653,146.0599290859164,Two Year,6,4,Bank Transfer,0
66,43.455700276026086,460.1057019348609,One Year,44,6,PayPal,0
45,146.17653129585196,455.6140252061718,Two Year,64,8,Credit Card,0
49,144.13817656277877,85.14675150803602,Two Year,67,8,Credit Card,1
44,54.49782135973714,33.03173610581723,Two Year,44,6,Credit Card,0
37,61.230535851648796,147.26593351523744,One Year,14,3,PayPal,0
41,134.40643558439677,291.3057548291065,Month-to-Month,9,5,Crypto,0
29,84.1163473682406,438.56894723034674,One Year,23,3,Crypto,0
67,46.96411424298314,60.299857061345065,Two Year,57,2,Credit Card,1
52,149.01912376962153,208.0642925990573,One Year,57,8,Bank Transfer,1
50,39.28802962390349,136.6031435735423,Month-to-Month,15,4,PayPal,0
50,172.57229618753985,8.449554650772814,One Year,64,7,Credit Card,1
68,107.78720956984724,394.4346841357062,Month-to-Month,7,2,Crypto,0
60,30.08311473706713,406.82882237067093,Month-to-Month,20,8,Credit Card,0
54,141.87374337088704,111.3933018258829,Two Year,64,0,Credit Card,0
29,108.64097751916269,76.46888477014363,Month-to-Month,19,1,Credit Card,0
20,66.63093864101381,73.13586595747638,One Year,6,3,Crypto,0
18,90.28248224253242,232.50964769237942,One Year,51,1,Crypto,1
50,66.68417128162477,124.00129813044914,Two Year,39,8,Bank Transfer,0
57,59.97490879112897,256.16646560176196,One Year,65,6,Crypto,1
27,41.085599960305316,193.04101683876803,Two Year,71,1,Credit Card,0
60,78.92575529612041,106.23426214559464,One Year,25,3,Crypto,1
61,57.68756920005344,375.8447029890998,One Year,23,5,Bank Transfer,0
46,139.85255254024423,76.03158127757555,Month-to-Month,58,1,PayPal,0
30,139.9365808210282,399.6522550953981,Month-to-Month,11,8,Bank Transfer,0
29,105.3496460855713,281.16174546145584,Month-to-Month,34,2,Credit Card,1
48,157.809460219361,416.1865341955456,One Year,31,1,Credit Card,0
63,169.85454661114915,3.374760994882604,Two Year,38,3,PayPal,0
19,120.15562691251189,374.845070998706,Two Year,46,4,Bank Transfer,1
68,127.59768092505242,26.706281032306546,Two Year,12,3,Credit Card,1
67,63.748322859409384,475.0992607998725,Month-to-Month,9,2,Bank Transfer,1
52,180.02514813404875,351.667004706877,One Year,13,2,Crypto,0
40,14.599148440280667,160.76597302005763,Month-to-Month,64,2,Crypto,0
34,76.23446919414067,160.60539593002906,One Year,20,2,Credit Card,0
43,147.14208009447265,430.88469747959397,One Year,59,5,PayPal,0
25,25.217006837520636,451.5172240978767,One Year,22,3,Crypto,0
46,44.802210211375595,445.8950672383331,Month-to-Month,65,6,Bank Transfer,0
43,121.96428829394172,404.56140599059745,One Year,60,6,Credit Card,0
27,116.39879757807601,409.6969783973501,Month-to-Month,41,3,PayPal,0
43,150.39637626488144,286.8111835359022,Month-to-Month,45,0,Credit Card,0
51,164.39640142675265,15.087295421585,One Year,4,8,Credit Card,0
68,34.430119917217134,44.29986774743847,One Year,70,6,PayPal,0
58,13.49238805729599,325.1270714536938,One Year,45,5,Bank Transfer,0
24,141.03131873519217,201.18141500318646,Month-to-Month,58,4,Crypto,1
21,67.26444119560824,284.0875057899515,One Year,23,8,Bank Transfer,0
70,128.9369436444112,116.30773368844223,One Year,32,8,PayPal,1
67,38.603471731822694,325.0591696479528,Two Year,63,9,PayPal,0
62,99.11760886653295,122.171942552477,Two Year,8,5,Crypto,0
28,105.84070175205301,230.94558618970166,Two Year,25,7,Crypto,0
46,121.16478511091105,239.8812298959998,One Year,33,6,PayPal,0
73,107.50230310280723,89.65644668974043,Month-to-Month,66,0,PayPal,0
53,104.18124634345564,438.2276554674322,Two Year,16,1,Crypto,0
42,73.21948925693255,263.3847070802869,Month-to-Month,55,8,Crypto,0
38,23.524244900436386,433.5251051912346,Two Year,36,9,Bank Transfer,1
74,27.00883739140004,132.00531205246608,Two Year,7,3,PayPal,1
53,92.4178721373592,86.99563678860214,Month-to-Month,69,2,PayPal,1
27,77.60069428598868,9.990307162444704,Two Year,8,1,Bank Transfer,0
54,108.06561288815458,47.83846520352712,Month-to-Month,3,7,Credit Card,0
26,67.91925215869071,74.58783183841933,One Year,35,6,Crypto,0
41,140.70291737651164,40.3489256266068,One Year,36,8,Crypto,0
52,174.151416181807,448.5427682759515,Month-to-Month,30,2,Credit Card,0
66,66.78400586950485,455.80771566294015,Month-to-Month,15,0,Bank Transfer,0
